Jerusalem 329.333 599.33
Ramallah 320.0 551.3333
Hebron 296.66 697.3
Qalqilya 265.333 461.3333
Jericho 402.65 583.3
Jenin 356.6666 366.6666
Bethlehem 315.3 636.0
Tubas 384.0 416.66
Beitunia 296.0 561.333
Al-Bireh 336.0 538.66666
Nablus 354.66666 440.6666666 
Tulkarm 282.0 416.666
Salfit 308.0 488.0
Yatta 304.6666 728.66
Sinjil 339.3333 510.666
